task,alpha,release,start,finish,deadline,response,waiting,tardiness,miss,utility
Task1,1.25,51100.0,51100.0,51107.0,51200.0,7.0,0.0,0.0,0,1.0
Task2,1.25,51100.0,51107.0,51114.0,51200.0,14.0,7.0,0.0,0,1.0
Task3,1.25,51100.0,51114.0,51121.0,51200.0,21.0,14.0,0.0,0,1.0
Task4,1.25,51100.0,51121.0,51128.0,51200.0,28.0,21.0,0.0,0,1.0
Task1,1.25,51200.0,51200.0,51207.0,51300.0,7.0,0.0,0.0,0,1.0
Task2,1.25,51200.0,51207.0,51214.0,51300.0,14.0,7.0,0.0,0,1.0
Task3,1.25,51200.0,51214.0,51221.0,51300.0,21.0,14.0,0.0,0,1.0
Task4,1.25,51200.0,51221.0,51228.0,51300.0,28.0,21.0,0.0,0,1.0
Task1,1.25,51300.0,51300.0,51307.0,51400.0,7.0,0.0,0.0,0,1.0
Task2,1.25,51300.0,51307.0,51314.0,51400.0,14.0,7.0,0.0,0,1.0
Task3,1.25,51300.0,51314.0,51321.0,51400.0,21.0,14.0,0.0,0,1.0
Task4,1.25,51300.0,51321.0,51328.0,51400.0,28.0,21.0,0.0,0,1.0
Task1,1.25,51400.0,51400.0,51407.0,51500.0,7.0,0.0,0.0,0,1.0
Task2,1.25,51400.0,51407.0,51414.0,51500.0,14.0,7.0,0.0,0,1.0
Task3,1.25,51400.0,51414.0,51421.0,51500.0,21.0,14.0,0.0,0,1.0
Task4,1.25,51400.0,51421.0,51428.0,51500.0,28.0,21.0,0.0,0,1.0
Task1,1.25,51500.0,51500.0,51507.0,51600.0,7.0,0.0,0.0,0,1.0
Task2,1.25,51500.0,51507.0,51514.0,51600.0,14.0,7.0,0.0,0,1.0
Task3,1.25,51500.0,51514.0,51521.0,51600.0,21.0,14.0,0.0,0,1.0
Task4,1.25,51500.0,51521.0,51528.0,51600.0,28.0,21.0,0.0,0,1.0
Task1,1.25,51600.0,51600.0,51607.0,51700.0,7.0,0.0,0.0,0,1.0
Task2,1.25,51600.0,51607.0,51614.0,51700.0,14.0,7.0,0.0,0,1.0
Task3,1.25,51600.0,51614.0,51621.0,51700.0,21.0,14.0,0.0,0,1.0
Task4,1.25,51600.0,51621.0,51628.0,51700.0,28.0,21.0,0.0,0,1.0
Task1,1.25,51700.0,51700.0,51707.0,51800.0,7.0,0.0,0.0,0,1.0
Task2,1.25,51700.0,51707.0,51714.0,51800.0,14.0,7.0,0.0,0,1.0
Task3,1.25,51700.0,51714.0,51721.0,51800.0,21.0,14.0,0.0,0,1.0
Task4,1.25,51700.0,51721.0,51728.0,51800.0,28.0,21.0,0.0,0,1.0
Task1,1.25,51800.0,51800.0,51807.0,51900.0,7.0,0.0,0.0,0,1.0
Task2,1.25,51800.0,51807.0,51814.0,51900.0,14.0,7.0,0.0,0,1.0
Task3,1.25,51800.0,51814.0,51821.0,51900.0,21.0,14.0,0.0,0,1.0
Task4,1.25,51800.0,51821.0,51828.0,51900.0,28.0,21.0,0.0,0,1.0
Task1,1.25,51900.0,51900.0,51907.0,52000.0,7.0,0.0,0.0,0,1.0
Task2,1.25,51900.0,51907.0,51914.0,52000.0,14.0,7.0,0.0,0,1.0
Task3,1.25,51900.0,51914.0,51921.0,52000.0,21.0,14.0,0.0,0,1.0
Task4,1.25,51900.0,51921.0,51928.0,52000.0,28.0,21.0,0.0,0,1.0
Task1,1.25,52000.0,52000.0,52007.0,52100.0,7.0,0.0,0.0,0,1.0
Task2,1.25,52000.0,52007.0,52014.0,52100.0,14.0,7.0,0.0,0,1.0
Task3,1.25,52000.0,52014.0,52021.0,52100.0,21.0,14.0,0.0,0,1.0
Task4,1.25,52000.0,52021.0,52028.0,52100.0,28.0,21.0,0.0,0,1.0
Task1,1.25,52100.0,52100.0,52107.0,52200.0,7.0,0.0,0.0,0,1.0
Task2,1.25,52100.0,52107.0,52114.0,52200.0,14.0,7.0,0.0,0,1.0
Task3,1.25,52100.0,52114.0,52121.0,52200.0,21.0,14.0,0.0,0,1.0
Task4,1.25,52100.0,52121.0,52128.0,52200.0,28.0,21.0,0.0,0,1.0
Task1,1.25,52200.0,52200.0,52207.0,52300.0,7.0,0.0,0.0,0,1.0
Task2,1.25,52200.0,52207.0,52214.0,52300.0,14.0,7.0,0.0,0,1.0
Task3,1.25,52200.0,52214.0,52221.0,52300.0,21.0,14.0,0.0,0,1.0
Task4,1.25,52200.0,52221.0,52228.0,52300.0,28.0,21.0,0.0,0,1.0
Task1,1.25,52300.0,52300.0,52307.0,52400.0,7.0,0.0,0.0,0,1.0
Task2,1.25,52300.0,52307.0,52314.0,52400.0,14.0,7.0,0.0,0,1.0
Task3,1.25,52300.0,52314.0,52321.0,52400.0,21.0,14.0,0.0,0,1.0
Task4,1.25,52300.0,52321.0,52328.0,52400.0,28.0,21.0,0.0,0,1.0
Task1,1.25,52400.0,52400.0,52407.0,52500.0,7.0,0.0,0.0,0,1.0
Task2,1.25,52400.0,52407.0,52414.0,52500.0,14.0,7.0,0.0,0,1.0
Task3,1.25,52400.0,52414.0,52421.0,52500.0,21.0,14.0,0.0,0,1.0
Task4,1.25,52400.0,52421.0,52428.0,52500.0,28.0,21.0,0.0,0,1.0
Task1,1.25,52500.0,52500.0,52507.0,52600.0,7.0,0.0,0.0,0,1.0
Task2,1.25,52500.0,52507.0,52514.0,52600.0,14.0,7.0,0.0,0,1.0
Task3,1.25,52500.0,52514.0,52521.0,52600.0,21.0,14.0,0.0,0,1.0
Task4,1.25,52500.0,52521.0,52528.0,52600.0,28.0,21.0,0.0,0,1.0
Task1,1.25,52600.0,52600.0,52607.0,52700.0,7.0,0.0,0.0,0,1.0
Task2,1.25,52600.0,52607.0,52614.0,52700.0,14.0,7.0,0.0,0,1.0
Task3,1.25,52600.0,52614.0,52621.0,52700.0,21.0,14.0,0.0,0,1.0
Task4,1.25,52600.0,52621.0,52628.0,52700.0,28.0,21.0,0.0,0,1.0
Task1,1.25,52700.0,52700.0,52707.0,52800.0,7.0,0.0,0.0,0,1.0
Task2,1.25,52700.0,52707.0,52714.0,52800.0,14.0,7.0,0.0,0,1.0
Task3,1.25,52700.0,52714.0,52721.0,52800.0,21.0,14.0,0.0,0,1.0
Task4,1.25,52700.0,52721.0,52728.0,52800.0,28.0,21.0,0.0,0,1.0
Task1,1.25,52800.0,52800.0,52807.0,52900.0,7.0,0.0,0.0,0,1.0
Task2,1.25,52800.0,52807.0,52814.0,52900.0,14.0,7.0,0.0,0,1.0
Task3,1.25,52800.0,52814.0,52821.0,52900.0,21.0,14.0,0.0,0,1.0
Task4,1.25,52800.0,52821.0,52828.0,52900.0,28.0,21.0,0.0,0,1.0
Task1,1.25,52900.0,52900.0,52907.0,53000.0,7.0,0.0,0.0,0,1.0
Task2,1.25,52900.0,52907.0,52914.0,53000.0,14.0,7.0,0.0,0,1.0
Task3,1.25,52900.0,52914.0,52921.0,53000.0,21.0,14.0,0.0,0,1.0
Task4,1.25,52900.0,52921.0,52928.0,53000.0,28.0,21.0,0.0,0,1.0
Task1,1.25,53000.0,53000.0,53007.0,53100.0,7.0,0.0,0.0,0,1.0
Task2,1.25,53000.0,53007.0,53014.0,53100.0,14.0,7.0,0.0,0,1.0
Task3,1.25,53000.0,53014.0,53021.0,53100.0,21.0,14.0,0.0,0,1.0
Task4,1.25,53000.0,53021.0,53028.0,53100.0,28.0,21.0,0.0,0,1.0
Task1,1.25,53100.0,53100.0,53107.0,53200.0,7.0,0.0,0.0,0,1.0
Task2,1.25,53100.0,53107.0,53114.0,53200.0,14.0,7.0,0.0,0,1.0
Task3,1.25,53100.0,53114.0,53121.0,53200.0,21.0,14.0,0.0,0,1.0
Task4,1.25,53100.0,53121.0,53128.0,53200.0,28.0,21.0,0.0,0,1.0
Task1,1.25,53200.0,53200.0,53207.0,53300.0,7.0,0.0,0.0,0,1.0
Task2,1.25,53200.0,53207.0,53214.0,53300.0,14.0,7.0,0.0,0,1.0
Task3,1.25,53200.0,53214.0,53221.0,53300.0,21.0,14.0,0.0,0,1.0
Task4,1.25,53200.0,53221.0,53228.0,53300.0,28.0,21.0,0.0,0,1.0
Task1,1.25,53300.0,53300.0,53307.0,53400.0,7.0,0.0,0.0,0,1.0
Task2,1.25,53300.0,53307.0,53314.0,53400.0,14.0,7.0,0.0,0,1.0
Task3,1.25,53300.0,53314.0,53321.0,53400.0,21.0,14.0,0.0,0,1.0
Task4,1.25,53300.0,53321.0,53328.0,53400.0,28.0,21.0,0.0,0,1.0
Task1,1.25,53400.0,53400.0,53407.0,53500.0,7.0,0.0,0.0,0,1.0
Task2,1.25,53400.0,53407.0,53414.0,53500.0,14.0,7.0,0.0,0,1.0
Task3,1.25,53400.0,53414.0,53421.0,53500.0,21.0,14.0,0.0,0,1.0
Task4,1.25,53400.0,53421.0,53428.0,53500.0,28.0,21.0,0.0,0,1.0
Task1,1.25,53500.0,53500.0,53507.0,53600.0,7.0,0.0,0.0,0,1.0
Task2,1.25,53500.0,53507.0,53514.0,53600.0,14.0,7.0,0.0,0,1.0
Task3,1.25,53500.0,53514.0,53521.0,53600.0,21.0,14.0,0.0,0,1.0
Task4,1.25,53500.0,53521.0,53528.0,53600.0,28.0,21.0,0.0,0,1.0
Task1,1.25,53600.0,53600.0,53607.0,53700.0,7.0,0.0,0.0,0,1.0
Task2,1.25,53600.0,53607.0,53614.0,53700.0,14.0,7.0,0.0,0,1.0
Task3,1.25,53600.0,53614.0,53621.0,53700.0,21.0,14.0,0.0,0,1.0
Task4,1.25,53600.0,53621.0,53628.0,53700.0,28.0,21.0,0.0,0,1.0
Task1,1.25,53700.0,53700.0,53707.0,53800.0,7.0,0.0,0.0,0,1.0
Task2,1.25,53700.0,53707.0,53714.0,53800.0,14.0,7.0,0.0,0,1.0
Task3,1.25,53700.0,53714.0,53721.0,53800.0,21.0,14.0,0.0,0,1.0
Task4,1.25,53700.0,53721.0,53728.0,53800.0,28.0,21.0,0.0,0,1.0
Task1,1.25,53800.0,53800.0,53807.0,53900.0,7.0,0.0,0.0,0,1.0
Task2,1.25,53800.0,53807.0,53814.0,53900.0,14.0,7.0,0.0,0,1.0
Task3,1.25,53800.0,53814.0,53821.0,53900.0,21.0,14.0,0.0,0,1.0
Task4,1.25,53800.0,53821.0,53828.0,53900.0,28.0,21.0,0.0,0,1.0
Task1,1.25,53900.0,53900.0,53907.0,54000.0,7.0,0.0,0.0,0,1.0
Task2,1.25,53900.0,53907.0,53914.0,54000.0,14.0,7.0,0.0,0,1.0
Task3,1.25,53900.0,53914.0,53921.0,54000.0,21.0,14.0,0.0,0,1.0
Task4,1.25,53900.0,53921.0,53928.0,54000.0,28.0,21.0,0.0,0,1.0
Task1,1.25,54000.0,54000.0,54007.0,54100.0,7.0,0.0,0.0,0,1.0
Task2,1.25,54000.0,54007.0,54014.0,54100.0,14.0,7.0,0.0,0,1.0
Task3,1.25,54000.0,54014.0,54021.0,54100.0,21.0,14.0,0.0,0,1.0
Task4,1.25,54000.0,54021.0,54028.0,54100.0,28.0,21.0,0.0,0,1.0
Task1,1.25,54100.0,54100.0,54107.0,54200.0,7.0,0.0,0.0,0,1.0
Task2,1.25,54100.0,54107.0,54114.0,54200.0,14.0,7.0,0.0,0,1.0
Task3,1.25,54100.0,54114.0,54121.0,54200.0,21.0,14.0,0.0,0,1.0
Task4,1.25,54100.0,54121.0,54128.0,54200.0,28.0,21.0,0.0,0,1.0
Task1,1.25,54200.0,54200.0,54207.0,54300.0,7.0,0.0,0.0,0,1.0
Task2,1.25,54200.0,54207.0,54214.0,54300.0,14.0,7.0,0.0,0,1.0
Task3,1.25,54200.0,54214.0,54221.0,54300.0,21.0,14.0,0.0,0,1.0
Task4,1.25,54200.0,54221.0,54228.0,54300.0,28.0,21.0,0.0,0,1.0
Task1,1.25,54300.0,54300.0,54307.0,54400.0,7.0,0.0,0.0,0,1.0
Task2,1.25,54300.0,54307.0,54314.0,54400.0,14.0,7.0,0.0,0,1.0
Task3,1.25,54300.0,54314.0,54321.0,54400.0,21.0,14.0,0.0,0,1.0
Task4,1.25,54300.0,54321.0,54328.0,54400.0,28.0,21.0,0.0,0,1.0
Task1,1.25,54400.0,54400.0,54407.0,54500.0,7.0,0.0,0.0,0,1.0
Task2,1.25,54400.0,54407.0,54414.0,54500.0,14.0,7.0,0.0,0,1.0
Task3,1.25,54400.0,54414.0,54421.0,54500.0,21.0,14.0,0.0,0,1.0
Task4,1.25,54400.0,54421.0,54428.0,54500.0,28.0,21.0,0.0,0,1.0
Task1,1.25,54500.0,54500.0,54507.0,54600.0,7.0,0.0,0.0,0,1.0
Task2,1.25,54500.0,54507.0,54514.0,54600.0,14.0,7.0,0.0,0,1.0
Task3,1.25,54500.0,54514.0,54521.0,54600.0,21.0,14.0,0.0,0,1.0
Task4,1.25,54500.0,54521.0,54528.0,54600.0,28.0,21.0,0.0,0,1.0
Task1,1.25,54600.0,54600.0,54607.0,54700.0,7.0,0.0,0.0,0,1.0
Task2,1.25,54600.0,54607.0,54614.0,54700.0,14.0,7.0,0.0,0,1.0
Task3,1.25,54600.0,54614.0,54621.0,54700.0,21.0,14.0,0.0,0,1.0
Task4,1.25,54600.0,54621.0,54628.0,54700.0,28.0,21.0,0.0,0,1.0
Task1,1.25,54700.0,54700.0,54707.0,54800.0,7.0,0.0,0.0,0,1.0
Task2,1.25,54700.0,54707.0,54714.0,54800.0,14.0,7.0,0.0,0,1.0
Task3,1.25,54700.0,54714.0,54721.0,54800.0,21.0,14.0,0.0,0,1.0
Task4,1.25,54700.0,54721.0,54728.0,54800.0,28.0,21.0,0.0,0,1.0
Task1,1.25,54800.0,54800.0,54807.0,54900.0,7.0,0.0,0.0,0,1.0
Task2,1.25,54800.0,54807.0,54814.0,54900.0,14.0,7.0,0.0,0,1.0
Task3,1.25,54800.0,54814.0,54821.0,54900.0,21.0,14.0,0.0,0,1.0
Task4,1.25,54800.0,54821.0,54828.0,54900.0,28.0,21.0,0.0,0,1.0
Task1,1.25,54900.0,54900.0,54907.0,55000.0,7.0,0.0,0.0,0,1.0
Task2,1.25,54900.0,54907.0,54914.0,55000.0,14.0,7.0,0.0,0,1.0
Task3,1.25,54900.0,54914.0,54921.0,55000.0,21.0,14.0,0.0,0,1.0
Task4,1.25,54900.0,54921.0,54928.0,55000.0,28.0,21.0,0.0,0,1.0
Task1,1.25,55000.0,55000.0,55007.0,55100.0,7.0,0.0,0.0,0,1.0
Task2,1.25,55000.0,55007.0,55014.0,55100.0,14.0,7.0,0.0,0,1.0
Task3,1.25,55000.0,55014.0,55021.0,55100.0,21.0,14.0,0.0,0,1.0
Task4,1.25,55000.0,55021.0,55028.0,55100.0,28.0,21.0,0.0,0,1.0
Task1,1.25,55100.0,55100.0,55107.0,55200.0,7.0,0.0,0.0,0,1.0
Task2,1.25,55100.0,55107.0,55114.0,55200.0,14.0,7.0,0.0,0,1.0
Task3,1.25,55100.0,55114.0,55121.0,55200.0,21.0,14.0,0.0,0,1.0
Task4,1.25,55100.0,55121.0,55128.0,55200.0,28.0,21.0,0.0,0,1.0
Task1,1.25,55200.0,55200.0,55207.0,55300.0,7.0,0.0,0.0,0,1.0
Task2,1.25,55200.0,55207.0,55214.0,55300.0,14.0,7.0,0.0,0,1.0
Task3,1.25,55200.0,55214.0,55221.0,55300.0,21.0,14.0,0.0,0,1.0
Task4,1.25,55200.0,55221.0,55228.0,55300.0,28.0,21.0,0.0,0,1.0
Task1,1.25,55300.0,55300.0,55307.0,55400.0,7.0,0.0,0.0,0,1.0
Task2,1.25,55300.0,55307.0,55314.0,55400.0,14.0,7.0,0.0,0,1.0
Task3,1.25,55300.0,55314.0,55321.0,55400.0,21.0,14.0,0.0,0,1.0
Task4,1.25,55300.0,55321.0,55328.0,55400.0,28.0,21.0,0.0,0,1.0
Task1,1.25,55400.0,55400.0,55407.0,55500.0,7.0,0.0,0.0,0,1.0
Task2,1.25,55400.0,55407.0,55414.0,55500.0,14.0,7.0,0.0,0,1.0
Task3,1.25,55400.0,55414.0,55421.0,55500.0,21.0,14.0,0.0,0,1.0
Task4,1.25,55400.0,55421.0,55428.0,55500.0,28.0,21.0,0.0,0,1.0
Task1,1.25,55500.0,55500.0,55507.0,55600.0,7.0,0.0,0.0,0,1.0
Task2,1.25,55500.0,55507.0,55514.0,55600.0,14.0,7.0,0.0,0,1.0
Task3,1.25,55500.0,55514.0,55521.0,55600.0,21.0,14.0,0.0,0,1.0
Task4,1.25,55500.0,55521.0,55528.0,55600.0,28.0,21.0,0.0,0,1.0
Task1,1.25,55600.0,55600.0,55607.0,55700.0,7.0,0.0,0.0,0,1.0
Task2,1.25,55600.0,55607.0,55614.0,55700.0,14.0,7.0,0.0,0,1.0
Task3,1.25,55600.0,55614.0,55621.0,55700.0,21.0,14.0,0.0,0,1.0
Task4,1.25,55600.0,55621.0,55628.0,55700.0,28.0,21.0,0.0,0,1.0
Task1,1.25,55700.0,55700.0,55707.0,55800.0,7.0,0.0,0.0,0,1.0
Task2,1.25,55700.0,55707.0,55714.0,55800.0,14.0,7.0,0.0,0,1.0
Task3,1.25,55700.0,55714.0,55721.0,55800.0,21.0,14.0,0.0,0,1.0
Task4,1.25,55700.0,55721.0,55728.0,55800.0,28.0,21.0,0.0,0,1.0
Task1,1.25,55800.0,55800.0,55807.0,55900.0,7.0,0.0,0.0,0,1.0
Task2,1.25,55800.0,55807.0,55814.0,55900.0,14.0,7.0,0.0,0,1.0
Task3,1.25,55800.0,55814.0,55821.0,55900.0,21.0,14.0,0.0,0,1.0
Task4,1.25,55800.0,55821.0,55828.0,55900.0,28.0,21.0,0.0,0,1.0
Task1,1.25,55900.0,55900.0,55907.0,56000.0,7.0,0.0,0.0,0,1.0
Task2,1.25,55900.0,55907.0,55914.0,56000.0,14.0,7.0,0.0,0,1.0
Task3,1.25,55900.0,55914.0,55921.0,56000.0,21.0,14.0,0.0,0,1.0
Task4,1.25,55900.0,55921.0,55928.0,56000.0,28.0,21.0,0.0,0,1.0
Task1,1.25,56000.0,56000.0,56007.0,56100.0,7.0,0.0,0.0,0,1.0
Task2,1.25,56000.0,56007.0,56014.0,56100.0,14.0,7.0,0.0,0,1.0
Task3,1.25,56000.0,56014.0,56021.0,56100.0,21.0,14.0,0.0,0,1.0
Task4,1.25,56000.0,56021.0,56028.0,56100.0,28.0,21.0,0.0,0,1.0
Task1,1.25,56100.0,56100.0,56107.0,56200.0,7.0,0.0,0.0,0,1.0
Task2,1.25,56100.0,56107.0,56114.0,56200.0,14.0,7.0,0.0,0,1.0
Task3,1.25,56100.0,56114.0,56121.0,56200.0,21.0,14.0,0.0,0,1.0
Task4,1.25,56100.0,56121.0,56128.0,56200.0,28.0,21.0,0.0,0,1.0
Task1,1.25,56200.0,56200.0,56207.0,56300.0,7.0,0.0,0.0,0,1.0
Task2,1.25,56200.0,56207.0,56214.0,56300.0,14.0,7.0,0.0,0,1.0
Task3,1.25,56200.0,56214.0,56221.0,56300.0,21.0,14.0,0.0,0,1.0
Task4,1.25,56200.0,56221.0,56228.0,56300.0,28.0,21.0,0.0,0,1.0
Task1,1.25,56300.0,56300.0,56307.0,56400.0,7.0,0.0,0.0,0,1.0
Task2,1.25,56300.0,56307.0,56314.0,56400.0,14.0,7.0,0.0,0,1.0
Task3,1.25,56300.0,56314.0,56321.0,56400.0,21.0,14.0,0.0,0,1.0
Task4,1.25,56300.0,56321.0,56328.0,56400.0,28.0,21.0,0.0,0,1.0
Task1,1.25,56400.0,56400.0,56407.0,56500.0,7.0,0.0,0.0,0,1.0
Task2,1.25,56400.0,56407.0,56414.0,56500.0,14.0,7.0,0.0,0,1.0
Task3,1.25,56400.0,56414.0,56421.0,56500.0,21.0,14.0,0.0,0,1.0
Task4,1.25,56400.0,56421.0,56428.0,56500.0,28.0,21.0,0.0,0,1.0
Task1,1.25,56500.0,56500.0,56507.0,56600.0,7.0,0.0,0.0,0,1.0
Task2,1.25,56500.0,56507.0,56514.0,56600.0,14.0,7.0,0.0,0,1.0
Task3,1.25,56500.0,56514.0,56521.0,56600.0,21.0,14.0,0.0,0,1.0
Task4,1.25,56500.0,56521.0,56528.0,56600.0,28.0,21.0,0.0,0,1.0
Task1,1.25,56600.0,56600.0,56607.0,56700.0,7.0,0.0,0.0,0,1.0
Task2,1.25,56600.0,56607.0,56614.0,56700.0,14.0,7.0,0.0,0,1.0
Task3,1.25,56600.0,56614.0,56621.0,56700.0,21.0,14.0,0.0,0,1.0
Task4,1.25,56600.0,56621.0,56628.0,56700.0,28.0,21.0,0.0,0,1.0
Task1,1.25,56700.0,56700.0,56707.0,56800.0,7.0,0.0,0.0,0,1.0
Task2,1.25,56700.0,56707.0,56714.0,56800.0,14.0,7.0,0.0,0,1.0
Task3,1.25,56700.0,56714.0,56721.0,56800.0,21.0,14.0,0.0,0,1.0
Task4,1.25,56700.0,56721.0,56728.0,56800.0,28.0,21.0,0.0,0,1.0
Task1,1.25,56800.0,56800.0,56807.0,56900.0,7.0,0.0,0.0,0,1.0
Task2,1.25,56800.0,56807.0,56814.0,56900.0,14.0,7.0,0.0,0,1.0
Task3,1.25,56800.0,56814.0,56821.0,56900.0,21.0,14.0,0.0,0,1.0
Task4,1.25,56800.0,56821.0,56828.0,56900.0,28.0,21.0,0.0,0,1.0
Task1,1.25,56900.0,56900.0,56907.0,57000.0,7.0,0.0,0.0,0,1.0
Task2,1.25,56900.0,56907.0,56914.0,57000.0,14.0,7.0,0.0,0,1.0
Task3,1.25,56900.0,56914.0,56921.0,57000.0,21.0,14.0,0.0,0,1.0
Task4,1.25,56900.0,56921.0,56928.0,57000.0,28.0,21.0,0.0,0,1.0
Task1,1.25,57000.0,57000.0,57007.0,57100.0,7.0,0.0,0.0,0,1.0
Task2,1.25,57000.0,57007.0,57014.0,57100.0,14.0,7.0,0.0,0,1.0
Task3,1.25,57000.0,57014.0,57021.0,57100.0,21.0,14.0,0.0,0,1.0
Task4,1.25,57000.0,57021.0,57028.0,57100.0,28.0,21.0,0.0,0,1.0
Task1,1.25,57100.0,57100.0,57107.0,57200.0,7.0,0.0,0.0,0,1.0
Task2,1.25,57100.0,57107.0,57114.0,57200.0,14.0,7.0,0.0,0,1.0
Task3,1.25,57100.0,57114.0,57121.0,57200.0,21.0,14.0,0.0,0,1.0
Task4,1.25,57100.0,57121.0,57128.0,57200.0,28.0,21.0,0.0,0,1.0
Task1,1.25,57200.0,57200.0,57207.0,57300.0,7.0,0.0,0.0,0,1.0
Task2,1.25,57200.0,57207.0,57214.0,57300.0,14.0,7.0,0.0,0,1.0
Task3,1.25,57200.0,57214.0,57221.0,57300.0,21.0,14.0,0.0,0,1.0
Task4,1.25,57200.0,57221.0,57228.0,57300.0,28.0,21.0,0.0,0,1.0
Task1,1.25,57300.0,57300.0,57307.0,57400.0,7.0,0.0,0.0,0,1.0
Task2,1.25,57300.0,57307.0,57314.0,57400.0,14.0,7.0,0.0,0,1.0
Task3,1.25,57300.0,57314.0,57321.0,57400.0,21.0,14.0,0.0,0,1.0
Task4,1.25,57300.0,57321.0,57328.0,57400.0,28.0,21.0,0.0,0,1.0
Task1,1.25,57400.0,57400.0,57407.0,57500.0,7.0,0.0,0.0,0,1.0
Task2,1.25,57400.0,57407.0,57414.0,57500.0,14.0,7.0,0.0,0,1.0
Task3,1.25,57400.0,57414.0,57421.0,57500.0,21.0,14.0,0.0,0,1.0
Task4,1.25,57400.0,57421.0,57428.0,57500.0,28.0,21.0,0.0,0,1.0
Task1,1.25,57500.0,57500.0,57507.0,57600.0,7.0,0.0,0.0,0,1.0
Task2,1.25,57500.0,57507.0,57514.0,57600.0,14.0,7.0,0.0,0,1.0
Task3,1.25,57500.0,57514.0,57521.0,57600.0,21.0,14.0,0.0,0,1.0
Task4,1.25,57500.0,57521.0,57528.0,57600.0,28.0,21.0,0.0,0,1.0
Task1,1.25,57600.0,57600.0,57607.0,57700.0,7.0,0.0,0.0,0,1.0
Task2,1.25,57600.0,57607.0,57614.0,57700.0,14.0,7.0,0.0,0,1.0
Task3,1.25,57600.0,57614.0,57621.0,57700.0,21.0,14.0,0.0,0,1.0
Task4,1.25,57600.0,57621.0,57628.0,57700.0,28.0,21.0,0.0,0,1.0
Task1,1.25,57700.0,57700.0,57707.0,57800.0,7.0,0.0,0.0,0,1.0
Task2,1.25,57700.0,57707.0,57714.0,57800.0,14.0,7.0,0.0,0,1.0
Task3,1.25,57700.0,57714.0,57721.0,57800.0,21.0,14.0,0.0,0,1.0
Task4,1.25,57700.0,57721.0,57728.0,57800.0,28.0,21.0,0.0,0,1.0
Task1,1.25,57800.0,57800.0,57807.0,57900.0,7.0,0.0,0.0,0,1.0
Task2,1.25,57800.0,57807.0,57814.0,57900.0,14.0,7.0,0.0,0,1.0
Task3,1.25,57800.0,57814.0,57821.0,57900.0,21.0,14.0,0.0,0,1.0
Task4,1.25,57800.0,57821.0,57828.0,57900.0,28.0,21.0,0.0,0,1.0
Task1,1.25,57900.0,57900.0,57907.0,58000.0,7.0,0.0,0.0,0,1.0
Task2,1.25,57900.0,57907.0,57914.0,58000.0,14.0,7.0,0.0,0,1.0
Task3,1.25,57900.0,57914.0,57921.0,58000.0,21.0,14.0,0.0,0,1.0
Task4,1.25,57900.0,57921.0,57928.0,58000.0,28.0,21.0,0.0,0,1.0
Task1,1.25,58000.0,58000.0,58007.0,58100.0,7.0,0.0,0.0,0,1.0
Task2,1.25,58000.0,58007.0,58014.0,58100.0,14.0,7.0,0.0,0,1.0
Task3,1.25,58000.0,58014.0,58021.0,58100.0,21.0,14.0,0.0,0,1.0
Task4,1.25,58000.0,58021.0,58028.0,58100.0,28.0,21.0,0.0,0,1.0
Task1,1.25,58100.0,58100.0,58107.0,58200.0,7.0,0.0,0.0,0,1.0
Task2,1.25,58100.0,58107.0,58114.0,58200.0,14.0,7.0,0.0,0,1.0
Task3,1.25,58100.0,58114.0,58121.0,58200.0,21.0,14.0,0.0,0,1.0
Task4,1.25,58100.0,58121.0,58128.0,58200.0,28.0,21.0,0.0,0,1.0
Task1,1.25,58200.0,58200.0,58207.0,58300.0,7.0,0.0,0.0,0,1.0
Task2,1.25,58200.0,58207.0,58214.0,58300.0,14.0,7.0,0.0,0,1.0
Task3,1.25,58200.0,58214.0,58221.0,58300.0,21.0,14.0,0.0,0,1.0
Task4,1.25,58200.0,58221.0,58228.0,58300.0,28.0,21.0,0.0,0,1.0
Task1,1.25,58300.0,58300.0,58307.0,58400.0,7.0,0.0,0.0,0,1.0
Task2,1.25,58300.0,58307.0,58314.0,58400.0,14.0,7.0,0.0,0,1.0
Task3,1.25,58300.0,58314.0,58321.0,58400.0,21.0,14.0,0.0,0,1.0
Task4,1.25,58300.0,58321.0,58328.0,58400.0,28.0,21.0,0.0,0,1.0
Task1,1.25,58400.0,58400.0,58407.0,58500.0,7.0,0.0,0.0,0,1.0
Task2,1.25,58400.0,58407.0,58414.0,58500.0,14.0,7.0,0.0,0,1.0
Task3,1.25,58400.0,58414.0,58421.0,58500.0,21.0,14.0,0.0,0,1.0
Task4,1.25,58400.0,58421.0,58428.0,58500.0,28.0,21.0,0.0,0,1.0
Task1,1.25,58500.0,58500.0,58507.0,58600.0,7.0,0.0,0.0,0,1.0
Task2,1.25,58500.0,58507.0,58514.0,58600.0,14.0,7.0,0.0,0,1.0
Task3,1.25,58500.0,58514.0,58521.0,58600.0,21.0,14.0,0.0,0,1.0
Task4,1.25,58500.0,58521.0,58528.0,58600.0,28.0,21.0,0.0,0,1.0
Task1,1.25,58600.0,58600.0,58607.0,58700.0,7.0,0.0,0.0,0,1.0
Task2,1.25,58600.0,58607.0,58614.0,58700.0,14.0,7.0,0.0,0,1.0
Task3,1.25,58600.0,58614.0,58621.0,58700.0,21.0,14.0,0.0,0,1.0
